id,inci_name,score,description,Restriction,Function
7567,CROTON LECHLERI SAP EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7568,CROTON MEGALOCARPUS SEED OIL,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7569,CROTON SONDERIANUS LEAF/STEM OIL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7570,CROTONALDEHYDE,-10,PROHIBITED in EU (Annex II),II/1065,"ANTIOXIDANT, FRAGRANCE, PERFUMING"
7571,CROTONIC ACID,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, LIGHT STABILIZER"
7572,CROTONIC ACID/VINYL C8-12 ISOALKYL ESTERS/VA/BIS-VINYLDIMETHICONE CROSSPOLYMER,10,Safe ingredient (No EU restrictions),,"FILM FORMING, HAIR CONDITIONING, HAIR FIXING"
7573,CRYOLITE EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7574,CRYPTHECODINIUM COHNII EXTRACT,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7575,CRYPTOCARYA CRASSINERVIA BARK OIL,10,Safe ingredient (No EU restrictions),,"ANTIMICROBIAL, FRAGRANCE"
7576,CRYPTOCARYA MASSOY BARK EXTRACT,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7577,CRYPTOCOCCUS/FILOBASIDIELLA/GRAPE EXTRACT FERMENT LEES,10,Safe ingredient (No EU restrictions),,ANTIMICROBIAL
7578,CRYPTOCOCCUS/HUMUS FERMENT FILTRATE,10,Safe ingredient (No EU restrictions),,"ASTRINGENT, HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7579,CRYPTOLEPIS BUCHANANI FLOWER/LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING, SKIN PROTECTING"
7580,CRYPTOMERIA JAPONICA BARK,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7581,CRYPTOMERIA JAPONICA BARK EXTRACT,10,Safe ingredient (No EU restrictions),,"DEODORANT, SOLVENT"
7582,CRYPTOMERIA JAPONICA BARK FERMENT EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7583,CRYPTOMERIA JAPONICA BRANCH/LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7584,CRYPTOMERIA JAPONICA BRANCH/LEAF OIL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7585,CRYPTOMERIA JAPONICA BUD EXTRACT,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN PROTECTING"
7586,CRYPTOMERIA JAPONICA CALLUS CULTURE EXTRACT,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN PROTECTING"
7587,CRYPTOMERIA JAPONICA LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,HUMECTANT
7588,CRYPTOMERIA JAPONICA LEAF OIL,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING"
7589,CRYPTOMERIA JAPONICA LEAF WATER,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7590,CRYPTOMERIA JAPONICA STEM EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
7591,CRYPTOMERIA JAPONICA STEM OIL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7592,CRYPTOMERIA JAPONICA STEM POWDER,10,Safe ingredient (No EU restrictions),,BINDING
7593,CRYPTOMERIA JAPONICA STEM WATER,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7594,CRYPTOMERIA JAPONICA WOOD OIL,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7595,CRYSTALLINS,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING"
7596,CUCUMARIA FRONDOSA EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
7597,CUCUMIS MELO CANTALUPENSIS CALLUS EXTRACT,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN PROTECTING"
7598,CUCUMIS MELO CANTALUPENSIS FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,"ASTRINGENT, SKIN CONDITIONING"
7599,CUCUMIS MELO FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7600,CUCUMIS MELO FRUIT WATER,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7601,CUCUMIS MELO INODORUS FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7602,CUCUMIS MELO JUICE,10,Safe ingredient (No EU restrictions),,SOOTHING
7603,CUCUMIS MELO PHYTOPLACENTA EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7604,CUCUMIS MELO ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7605,CUCUMIS MELO SEED EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7606,CUCUMIS MELO SEED OIL,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7607,CUCUMIS SATIVUS CALLUS EXTRACT,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN PROTECTING"
7608,CUCUMIS SATIVUS EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7609,CUCUMIS SATIVUS FRUIT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7610,CUCUMIS SATIVUS FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7611,CUCUMIS SATIVUS FRUIT WATER,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7612,CUCUMIS SATIVUS JUICE,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7613,CUCUMIS SATIVUS OIL,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7614,CUCUMIS SATIVUS PHTYOPLACENTA CULTURE EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
7615,CUCUMIS SATIVUS SEED,10,Safe ingredient (No EU restrictions),,EXFOLIATING
7616,CUCUMIS SATIVUS SEED EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7617,CUCUMIS SATIVUS SEED OIL,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7618,CUCURBITA MAXIMA FRUIT,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING"
7619,CUCURBITA MAXIMA FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7620,CUCURBITA MAXIMA FRUIT JUICE,10,Safe ingredient (No EU restrictions),,SKIN PROTECTING
7621,CUCURBITA MAXIMA PHYTOPLACENTA EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7622,CUCURBITA MAXIMA SEED EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7623,CUCURBITA MAXIMA SEED OIL,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7624,CUCURBITA PEPO,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7625,CUCURBITA PEPO COTYLEDON EXTRACT,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING"
7626,CUCURBITA PEPO FRUIT,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7627,CUCURBITA PEPO FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7628,CUCURBITA PEPO GIROMONTIINA FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7629,CUCURBITA PEPO GIROMONTIINA FRUIT JUICE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7630,CUCURBITA PEPO PHYTOPLACENTA EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
7631,CUCURBITA PEPO POWDER,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7632,CUCURBITA PEPO SEED EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7633,CUCURBITA PEPO SEED OIL,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7634,CUCURBITA PEPO SEEDCAKE POWDER,10,Safe ingredient (No EU restrictions),,HAIR CONDITIONING
7635,CUCURBITACEAE EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7636,CUCURBITACIN B,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7637,CUCURBITURILS,10,Safe ingredient (No EU restrictions),,"ABSORBENT, CHELATING, EMULSION STABILISING, FILM FORMING"
7638,CUDRANIA TRICUSPIDATA BARK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7639,CUDRANIA TRICUSPIDATA BRANCH/LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
7640,CUDRANIA TRICUSPIDATA CALLUS CULTURE EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7641,CUDRANIA TRICUSPIDATA FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7642,CUDRANIA TRICUSPIDATA MERISTEM CELL EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
7643,CUDRIANA TRICUSPIDATA BARK EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING - MISCELLANEOUS
7644,CUMINALDEHYDE,10,Safe ingredient (No EU restrictions),,PERFUMING
7645,CUMINOL,10,Safe ingredient (No EU restrictions),,PERFUMING
7646,CUMINUM CYMINUM FRUIT EXTRACT,-10,PROHIBITED in EU (Annex II),"II/358
III/156",PERFUMING
7647,CUMINUM CYMINUM FRUIT OIL,-10,PROHIBITED in EU (Annex II),"II/358
III/156",PERFUMING
7648,CUMINUM CYMINUM SEED EXTRACT,-5,RESTRICTED in EU (Annex III),III/156,"FRAGRANCE, PERFUMING, SKIN CONDITIONING"
7649,CUMINUM CYMINUM SEED OIL,-5,RESTRICTED in EU (Annex III),III/156,"FRAGRANCE, PERFUMING, TONIC"
7650,CUMINUM CYMINUM SEED POWDER,-5,RESTRICTED in EU (Annex III),III/156,SKIN CONDITIONING
7651,CUMINYL ACETATE,10,Safe ingredient (No EU restrictions),,PERFUMING
7652,CUMINYL NITRILE,10,Safe ingredient (No EU restrictions),,PERFUMING
7653,CUNILA GALIOIDES FLOWER/LEAF OIL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7654,CUPANIOPSIS ANACARDIOIDES FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIMICROBIAL
7655,CUPHEA LANCEOLATA/VISCOSISSIMA SEED OIL,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7656,CUPHEA VISCOSISSIMA SEED OIL,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT"
7657,CUPRESSUS FUNEBRIS WOOD EXTRACT,10,Safe ingredient (No EU restrictions),,PERFUMING
7658,CUPRESSUS FUNEBRIS WOOD EXTRACT ACETYLATED,10,Safe ingredient (No EU restrictions),,PERFUMING
7659,CUPRESSUS FUNEBRIS WOOD OIL,10,Safe ingredient (No EU restrictions),,PERFUMING
7660,CUPRESSUS LUSITANICA BRANCH/LEAF OIL,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING"
7661,CUPRESSUS LUSITANICA CALLUS EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7662,CUPRESSUS NOOTKATENSIS WOOD OIL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7663,CUPRESSUS SEMPERVIRENS BARK EXTRACT,-5,RESTRICTED in EU (Annex III),III/123 ,"ASTRINGENT, PERFUMING"
7664,CUPRESSUS SEMPERVIRENS BRANCH/LEAF OIL,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING"
7665,CUPRESSUS SEMPERVIRENS CONE EXTRACT,-5,RESTRICTED in EU (Annex III),III/123 ,"PERFUMING, SKIN CONDITIONING, TONIC"
7666,CUPRESSUS SEMPERVIRENS FRUIT EXTRACT,-5,RESTRICTED in EU (Annex III),III/123 ,"HAIR CONDITIONING, PERFUMING, SKIN CONDITIONING"
7667,CUPRESSUS SEMPERVIRENS LEAF EXTRACT,-5,RESTRICTED in EU (Annex III),III/123,"PERFUMING, SKIN CONDITIONING"
7668,CUPRESSUS SEMPERVIRENS LEAF OIL,-5,RESTRICTED in EU (Annex III),III/123,"FRAGRANCE, SKIN CONDITIONING - MISCELLANEOUS"
7669,CUPRESSUS SEMPERVIRENS LEAF WATER,-5,RESTRICTED in EU (Annex III),III/123 ,SKIN CONDITIONING
7670,CUPRESSUS SEMPERVIRENS LEAF/NUT/STEM OIL,-5,RESTRICTED in EU (Annex III),III/123,"FRAGRANCE, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7671,CUPRESSUS SEMPERVIRENS LEAF/STEM EXTRACT,-5,RESTRICTED in EU (Annex III),III/123,SKIN CONDITIONING
7672,CUPRESSUS SEMPERVIRENS OIL,-5,RESTRICTED in EU (Annex III),III/123 ,FRAGRANCE
7673,CUPRESSUS SEMPERVIRENS SEED EXTRACT,-5,RESTRICTED in EU (Annex III),III/123,"PERFUMING, SKIN CONDITIONING"
7674,CUPRIAVIDUS METALLIDURANS FERMENT EXTRACT FILTRATE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING - EMOLLIENT
7675,CUPRIC ACETATE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7676,CUPRIC CHLORIDE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7677,CUPRIC OXIDE,10,Safe ingredient (No EU restrictions),,ANTIMICROBIAL
7678,CUPRIC SULFIDE,10,Safe ingredient (No EU restrictions),,NOT REPORTED
7679,CUPROUS IODIDE,10,Safe ingredient (No EU restrictions),,"ANTIMICROBIAL, DEODORANT"
7680,CUPROUS OXIDE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7681,CUPUASSUAMIDOPROPYL BETAINE,10,Safe ingredient (No EU restrictions),,"CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING"
7682,CURCULIGO ORCHIOIDES ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7683,CURCUMA AERUGINOSA RHIZOME EXTRACT,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING - HUMECTANT"
7684,CURCUMA AMADA RHIZOME EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7685,CURCUMA ANGUSTIFOLIA RHIZOME OIL,10,Safe ingredient (No EU restrictions),,SKIN PROTECTING
7686,CURCUMA AROMATICA LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7687,CURCUMA AROMATICA ROOT OIL,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7688,CURCUMA AROMATICA ROOT WATER,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING - EMOLLIENT
7689,CURCUMA COMOSA RHIZOME EXTRACT,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING - HUMECTANT, SKIN CONDITIONING - MISCELLANEOUS"
7690,CURCUMA HEYNEANA ROOT POWDER,10,Safe ingredient (No EU restrictions),,"DEODORANT, SKIN CONDITIONING"
7691,CURCUMA LONGA CALLUS CONDITIONED MEDIA,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7692,CURCUMA LONGA CALLUS CULTURE CONDITIONED MEDIA,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
7693,CURCUMA LONGA CALLUS CULTURE EXTRACT,10,Safe ingredient (No EU restrictions),,
7694,CURCUMA LONGA CALLUS EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN PROTECTING
7695,CURCUMA LONGA CALLUS LYSATE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7696,CURCUMA LONGA LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7697,CURCUMA LONGA LEAF POWDER,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7698,CURCUMA LONGA RHIZOME EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7699,CURCUMA LONGA RHIZOME JUICE,10,Safe ingredient (No EU restrictions),,"ANTIMICROBIAL, SKIN CONDITIONING"
7700,CURCUMA LONGA RHIZOME OIL,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7701,CURCUMA LONGA ROOT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7702,CURCUMA LONGA ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING"
7703,CURCUMA LONGA ROOT JUICE,10,Safe ingredient (No EU restrictions),,"ANTIMICROBIAL, ANTIOXIDANT, ASTRINGENT"
7704,CURCUMA LONGA ROOT OIL,10,Safe ingredient (No EU restrictions),,"PERFUMING, SKIN CONDITIONING"
7705,CURCUMA LONGA ROOT POWDER,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7706,CURCUMA LONGA ROOT WATER,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING"
7707,CURCUMA PIERREANA ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7708,CURCUMA WENYUJIN RHIZOME OIL,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
7709,CURCUMA WENYUJIN/CURCUMA KWANGSIENSIS RHIZOME EXTRACT,10,Safe ingredient (No EU restrictions),,ANTI-SEBUM
7710,CURCUMA XANTHORRHIZA ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,ANTI-SEBUM
7711,CURCUMA XANTHORRHIZA ROOT POWDER,10,Safe ingredient (No EU restrictions),,"ANTIMICROBIAL, ANTIOXIDANT"
7712,CURCUMA ZEDOARIA LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7713,CURCUMA ZEDOARIA RHIZOME EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7714,CURCUMA ZEDOARIA ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7715,CURCUMA ZEDOARIA ROOT OIL,10,Safe ingredient (No EU restrictions),,"PERFUMING, SKIN CONDITIONING"
7716,CURCUMA ZEDOARIA ROOT POWDER,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7717,CURCUMA ZEDOARIA ROOT WATER,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, SKIN CONDITIONING"
7718,CURCUMIN,0,ALLOWED COLORANT (Annex IV),IV/114,"ANTIOXIDANT, COLORANT"
7719,CURCUMINYL GLUTAROYL HEXAPEPTIDE-8 AMIDE,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7720,CURCUMINYL GLUTAROYL TRIPEPTIDE-7,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7721,CURRY RED,-5,RESTRICTED in EU (Annex III),"III/191 (Curry Red)
IV/32 (CI 16035)",HAIR DYEING
7722,CUSCUTA AUSTRALIS SEED EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7723,CUSCUTA JAPONICA SEED EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7724,CUSPARIA FEBRIFUGA BARK EXTRACT,10,Safe ingredient (No EU restrictions),,PERFUMING
7725,CUTANEOUS LYSATE,10,Safe ingredient (No EU restrictions),,"MOISTURISING, SKIN PROTECTING"
7726,CUTIBACTERIUM ACNES,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING - MISCELLANEOUS"
7727,CUTIBACTERIUM ACNES BACTERIOPHAGES,10,Safe ingredient (No EU restrictions),,ANTIMICROBIAL
7728,CUTIBACTERIUM ACNES FERMENT FILTRATE,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING - MISCELLANEOUS"
7729,CUTIBACTERIUM AVIDUM FERMENT EXTRACT FILTRATE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING - EMOLLIENT
7730,CUTIBACTERIUM AVIDUM/GRANULOSUM FERMENT EXTRACT FILTRATE,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7731,CUTIBACTERIUM GRANULOSUM FERMENT EXTRACT FILTRATE,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7732,CUTTLEFISH BONE POWDER,10,Safe ingredient (No EU restrictions),,ASTRINGENT
7733,CYAMOPSIS TETRAGONOLOBA GUM,10,Safe ingredient (No EU restrictions),,"BINDING, EMULSION STABILISING, FRAGRANCE, VISCOSITY CONTROLLING"
7734,CYAMOPSIS TETRAGONOLOBA SYMBIOSOME EXTRACT,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING"
7735,CYANIDIUM CALDARIUM EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7736,CYANOBACTERIUM APONINUM FERMENT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7737,CYANOCOBALAMIN,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7738,CYANOCOBALAMIN/YEAST POLYPEPTIDE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7739,CYANOMETHYLPHENYL MENTHANE CARBOXAMIDE,10,Safe ingredient (No EU restrictions),,ORAL CARE
7740,CYANOTIS ARACHNOIDEA ROOT EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7741,CYATHEA CUMINGII LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,FILM FORMING
7742,CYATHEA MEDULLARIS LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7743,CYATHUS STERCOREUS MYCELIUM EXTRACT,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7744,CYATHUSAL A,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7745,CYATHUSAL B,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING"
7746,CYATHUSAL C,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, SKIN CONDITIONING"
7747,CYATHUSCAVIN C,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7748,CYCAS REVOLUTA LEAF POWDER,10,Safe ingredient (No EU restrictions),,"ABRASIVE, SKIN CONDITIONING"
7749,CYCLAMEN ALDEHYDE,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7750,CYCLAMEN ALDEHYDE / METHYL ANTHRANILATE SCHIFF BASE,10,Safe ingredient (No EU restrictions),,PERFUMING
7751,CYCLAMEN ALDEHYDE DIETHYL ACETAL,10,Safe ingredient (No EU restrictions),,PERFUMING
7752,CYCLAMEN ALDEHYDE ETHYLENEGLYCOL CYCLIC ACETAL,10,Safe ingredient (No EU restrictions),,PERFUMING
7753,CYCLAMEN HOMOALDEHYDE,-10,PROHIBITED in EU (Annex II),II/425,FRAGRANCE
7754,CYCLANTHERA PEDATA FRUIT EXTRACT,10,Safe ingredient (No EU restrictions),,ANTIOXIDANT
7755,CYCLIC ADENOSINE DIPHOSPHATE RIBOSE,10,Safe ingredient (No EU restrictions),,"HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING"
7756,CYCLIC LYSOPHOSPHATIDIC ACID,10,Safe ingredient (No EU restrictions),,HUMECTANT
7757,CYCLIZED EUCALYPTUS CITRIODORA LEAF/TWIG OIL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
7758,CYCLO PEG-6,10,Safe ingredient (No EU restrictions),,NOT REPORTED
7759,CYCLO(PROLYLPROLINE),10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7760,CYCLOARTENYL FERULATE,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT"
7761,CYCLOBUTYL XYLYL METHYLPIPERIZINYL METHOXYPHENYLAMINO DIHYDROPYRIMIDOPYRIMIDINONE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING - MISCELLANEOUS
7762,CYCLOCARBOXYPROPYLOLEIC ACID,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, VISCOSITY CONTROLLING"
7763,CYCLOCARYA PALIURUS LEAF EXTRACT,10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING"
7764,CYCLODEXTRIN,10,Safe ingredient (No EU restrictions),,"ABSORBENT, CHELATING"
7765,CYCLODEXTRIN CROSSPOLYMER,10,Safe ingredient (No EU restrictions),,"FILM FORMING, SKIN PROTECTING, VISCOSITY CONTROLLING"
7766,CYCLODEXTRIN HYDROXYPROPYLTRIMONIUM CHLORIDE,10,Safe ingredient (No EU restrictions),,"FILM FORMING, HUMECTANT, SKIN CONDITIONING, VISCOSITY CONTROLLING"
7767,CYCLODEXTRIN LAURATE,10,Safe ingredient (No EU restrictions),,"FILM FORMING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING"
7768,CYCLODODECANAL DIMETHYL ACETAL,10,Safe ingredient (No EU restrictions),,PERFUMING
7769,CYCLODODECYL ACETATE,10,Safe ingredient (No EU restrictions),,PERFUMING
7770,CYCLODODECYL FORMATE,10,Safe ingredient (No EU restrictions),,PERFUMING
7771,CYCLOETHOXYMETHICONE,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT"
7772,CYCLOHEPTASILOXANE,10,Safe ingredient (No EU restrictions),,"ANTICAKING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT"
7773,CYCLOHEXADECANOL,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
7774,CYCLOHEXANE,10,Safe ingredient (No EU restrictions),,SOLVENT
7775,CYCLOHEXANE DIMETHANOL,10,Safe ingredient (No EU restrictions),,NOT REPORTED
7776,CYCLOHEXANECARBOXYLIC ACID,10,Safe ingredient (No EU restrictions),,PERFUMING
7777,CYCLOHEXANEDIAMINE TETRAACETIC ACID,10,Safe ingredient (No EU restrictions),,CHELATING
7778,CYCLOHEXANEDIOL BIS-ETHYLHEXANOATE,10,Safe ingredient (No EU restrictions),,BLEACHING
7779,CYCLOHEXANEDIOL BIS-METHYLCROTONATE,10,Safe ingredient (No EU restrictions),,BLEACHING
