name,score,description
"Chlorotoluron; (3-(3-Chloro-p-tolyl)-1,1-dimethylurea)",-10,Substanta INTERZISA in UE (Anexa II)
N-[2-(3-Acetyl-5-nitrothiophen-2-ylazo)-5-diethylaminophenyl]acetamide,-10,Substanta INTERZISA in UE (Anexa II)
"1,3-Bis(vinylsulfonylacetamido)propane",-10,Substanta INTERZISA in UE (Anexa II)
p-Phenetidine (4-Ethoxyaniline),-10,Substanta INTERZISA in UE (Anexa II)
m-Phenylenediamine and its salts,-10,Substanta INTERZISA in UE (Anexa II)
"Residues (coal tar), creosote oil distn., if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Creosote oil, acenaphthene fraction, wash oil, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Creosote oil, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Creosote, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Creosote oil, high-boiling distillate, wash oil, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"Extract residues (coal), creosote oil acid, wash oil extract residue",-10,Substanta INTERZISA in UE (Anexa II)
"Creosote oil, low-boiling distillate, wash oil, if it contains > 0.005 % w/w benzo[a]pyrene",-10,Substanta INTERZISA in UE (Anexa II)
"6-Methoxy-2,3-pyridinediamine and its HCl salt, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,3-Naphthalenediol, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,4-Diaminodiphenylamine, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,6-Bis(2-hydroxyethoxy)-3,5-pyridinediamine and its HCl salt, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-Methoxymethyl-p-aminophenol and its HCl salt, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4,5-Diamino-1-methylpyrazole and its HCl salt, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4,5-Diamino-1-((4-chlorophenyl)methyl)-1H-pyrazole sulfate, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-Chloro-2-aminophenol, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-Hydroxyindole, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-Methoxytoluene-2,5-diamine and its HCl salt, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"5-Amino-4-fluoro-2-methylphenol sulfate, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N,N-Diethyl-m-aminophenol, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N,N-Dimethyl-2,6-pyridinediamine and its HCl salt, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N-Cyclopentyl-m-aminophenol, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N-(2-Methoxyethyl)-p-phenylenediamine and its HCl salt, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,4-Diamino-5-methylphenetol and its HCl salt, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1,7-Naphthalenediol, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3,4-Diaminobenzoic acid, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-Aminomethyl-p-aminophenol and its HCl salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Solvent Red 1 (CI 12150), when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Acid Orange 24 (CI 20170), when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Acid Red 73 (CI 27290), when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"PEG-3,2',2'-di-p-phenylenediamine",-10,Substanta INTERZISA in UE (Anexa II)
6-Nitro-o-toluidine,-10,Substanta INTERZISA in UE (Anexa II)
HC Yellow No 11,-10,Substanta INTERZISA in UE (Anexa II)
HC Orange No 3,-10,Substanta INTERZISA in UE (Anexa II)
HC Green No 1,-10,Substanta INTERZISA in UE (Anexa II)
HC Red No 8 and its salts,-10,Substanta INTERZISA in UE (Anexa II)
Tetrahydro-6-nitroquinoxaline and its salts,-10,Substanta INTERZISA in UE (Anexa II)
"Disperse Red 15, except as impurity in Disperse Violet 1",-10,Substanta INTERZISA in UE (Anexa II)
4-Amino-3-fluorophenol,-10,Substanta INTERZISA in UE (Anexa II)
"N,N'-Dihexadecyl-N,N'-bis(2-hydroxyethyl)propanediamide; Bishydroxyethyl Biscetyl Malonamide",-10,Substanta INTERZISA in UE (Anexa II)
"1-Methyl-2,4,5-trihydroxybenzene and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,6-Dihydroxy-4-methylpyridine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"5-Hydroxy-1,4-benzodioxane and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3,4-Methylenedioxyphenol and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3,4-Methylenedioxyaniline and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Hydroxypyridinone and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3-Nitro-4-aminophenoxyethanol and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-Methoxy-4-nitrophenol (4-Nitroguaiacol) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"CI Acid Black 131 and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1,3,5-Trihydroxybenzene (Phloroglucinol) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1,2,4-Benzenetriacetate and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Ethanol, 2,2'-iminobis-, reaction products with epichlorohydrin and 2-nitro-1,4-benzenediamine (HC Blue No 5) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N-Methyl-1,4-diaminoanthraquinone, reaction products with epichlorohydrin and monoethanolamine (HC Blue No 4) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-Aminobenzenesulfonic acid (Sulfanilic acid) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3,3'-(Sulfonylbis(2-nitro-4,1-phenylene)imino)bis(6-(phenylamino))benzenesulfonic acid and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3(or5)-((4-(Benzylmethylamino)phenyl)azo)-1,2-(or1,4)-dimethyl-1H-1,2,4-triazolium and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,2'-((3-Chloro-4-((2,6-dichloro-4-nitrophenyl)azo)phenyl)imino)bisethanol (Disperse Brown 1) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Benzothiazolium, 2-[[4-[ethyl(2-hydroxyethyl)amino]phenyl]azo]-6-methoxy-3-methyl- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-[(4-Chloro-2-nitrophenyl)azo)-N-(2-methoxyphenyl)-3-oxobutanamide (Pigment Yellow 73) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[3-oxo-N-phenylbutanamide] (Pigment Yellow 12) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,2'-(1,2-Ethenediyl)bis[5-((4-ethoxyphenyl)azo]benzenesulfonic acid) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,3-Dihydro-2,2-dimethyl-6-[(4-(phenylazo)-1-naphthelenyl)azo]-1H-pyrimidine (Solvent Black 3) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3(or5)-[[4-[(7-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo]-1-naphthyl]azo]salicylic acid and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-Naphthalenesulfonic acid, 7-(benzoylamino)-4-hydroxy-3-[[4-[(4-sulfophenyl)azo]phenyl]azo]- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"(micro-((7,7'-Iminobis(4-hydroxy-3-((2-hydroxy-5-(N-methylsulphamoyl)phenyl)azo)naphthalene-2-sulphonato))(6-)))dicuprate and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3-[(4-(Acetylamino)phenyl)azo]-4-hydroxy-7-[[[[5-hydroxy-6-(phenylazo)-7-sulfo-2-naphthalenyl]amino]carbonyl]amino]-2-naphthalenesulfonic acid and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-Naphthalenesulfonic acid, 7,7'-(carbonyldiimino)bis(4-hydroxy-3-[[2-sulfo-4-[(4-sulfophenyl)azo]phenyl]azo]-, and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Ethanaminium, N-(4-[bis[4-(diethylamino)phenyl]methylene]-2,5-cyclohexadien-1-ylidine)-N-ethyl- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3H-Indolium, 2-[[(4-methoxyphenyl)methylhydrazono]methyl]-1,3,3-trimethyl- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3H-Indolium, 2-(2-((2,4-dimethoxyphenyl)amino)ethenyl]-1,3,3-trimethyl- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Nigrosine spirit soluble (Solvent Black 5) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Phenoxazin-5-ium, 3,7-bis(diethylamino)-, and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Benzo[a]phenoxazin-7-ium, 9-(dimethylamino)-, and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"6-Amino-2-((2,4-dimethylphenyl)-1H-benz[de]isoquinoline-1,3(2H)-dione (Solvent Yellow 44) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1-Amino-4-[[4-[(dimethylamino)methyl]phenyl]amino]anthraquinone and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Laccaic acid (CI Natural Red 25) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Benzenesulfonic acid, 5-[(2,4-dinitrophenyl]amino]-2-(phenylamino)-, and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-[(4-Nitrophenyl)azo]aniline (Disperse Orange 3) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-Nitro-m-phenylenediamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1-Amino-4-(methylamino)-9,10-anthracenedione (Disperse Violet 4) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N-Methyl-3-nitro-p-phenylenediamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N1-(2-Hydroxyethyl)-4-nitro-o-phenylenediamine (HC Yellow No 5) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N1-(Tris(hydroxymethyl))methyl-4-nitro-1,2-phenylenediamine (HC Yellow No 3) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-Nitro-N-hydroxyethyl-p-anisidine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N,N'-Dimethyl-N-hydroxyethyl-3-nitro-p-phenylenediamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3-(N-Methyl-N-(4-methylamino-3-nitrophenyl)amino)propane-1,2-diol and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-Ethylamino-3-nitrobenzoic acid (N-Ethyl-3-Nitro PABA) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"(8-[(4-Amino-2-nitrophenyl)azo]-7-hydroxy-2-naphthyl)trimethylammonium and its salts, (except Basic Red 118 as impurity in Basic brown 17), when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"5-((4-(Dimethylamino)phenyl)azo)-1,4-dimethyl-1H-1,2,4-triazolium and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"m-Phenylenediamine, 4-(phenylazo)-, and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1,3-Benzenediamine, 4-methyl-6-(phenylazo)- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,7-Naphthalenedisulfonic acid, 5-(acetylamino)-4-hydroxy-3-((2-methylphenyl)azo)- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-[(4-Methyl-1,3-phenylene)bis(azo)]bis[6-methyl-1,3-benzenediamine] (Basic Brown 4) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Benzenaminium, 3-[[(4-[[diamino(phenylazo)phenyl]azo]-2-methylphenyl]azo]-N,N,N-trimethyl- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Benzenaminium, 3-[[(4-[[diamino(phenylazo)phenyl]azo]-1-naphthalenyl]azo]-N,N,N-trimethyl- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Ethanaminium, N-(4-[(4-(diethylamino)phenyl)phenylmethylene]-2,5-cyclohexadien-1-ylidine)-N-ethyl- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"9,10-Anthracenedione, 1-[(2-hydroxyethyl)amino]-4-(methylamino)-, and its derivatives and salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1,4-Diamino-2-methoxy-9,10-anthracenedione (Disperse Red 11) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1,4-Dihydroxy-5,8-bis[(2-hydroxyethyl)amino]anthraquinone (Disperse Blue 7) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1-[(3-Aminopropyl)amino]-4-(methylamino)anthraquinone and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N-[6-[(2-Chloro-4-hydroxyphenyl)imino]-4-methoxy-3-oxo-1,4-cyclohexadien-1-yl]acetamide (HC Yellow No 8) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"[6-[[3-Chloro-4-(methylamino)phenyl]imino]-4-methyl-3-oxocyclohexa-1,4-dien-1-yl]urea (HC Red No 9) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Phenothiazin-5-ium, 3,7-bis(dimethylamino)- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4,6-Bis(2-hydroxyethoxy)-m-phenylenediamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"5-Amino-2,6-dimethoxy-3-hydroxypyridine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4,4'-Diaminodiphenylamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-Diethylamino-o-toluidine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N,N-Diethyl-p-phenylenediamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"N,N-Dimethyl-p-phenylenediamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Toluene-3,4-diamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2,4-Diamino-5-methylphenoxyethanol and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"6-Amino-o-cresol and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Hydroxyethylaminomethyl-p-aminophenol and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-Amino-3-nitrophenol and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-Chloro-5-nitro-N-hydroxyethyl-p-phenylenediamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-Nitro-p-phenylenediamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Hydroxyethyl-2,6-dinitro-p-anisidine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"6-Nitro-2,5-pyridinediamine and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Phenazinium, 3,7-diamino-2,8-dimethyl-5-phenyl- and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3-Hydroxy-4-[(2-hydroxynaphthyl)azo]-7-nitronaphthalene-1-sulphonic acid and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3-[(2-nitro-4-(trifluoromethyl)phenyl)amino]propane-1,2-diol (HC Yellow No 6) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-[(4-Chloro-2-nitrophenyl)amino]ethanol (HC Yellow No 12) and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3-[[4-[(2-Hydroxyethyl)methylamino]-2-nitrophenyl]amino]-1,2-propanediol and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3-[[4-[Ethyl(2-Hydroxyethyl)Amino]-2-Nitrophe nyl]Amino]-1,2-Propanediol and its salts, when used as a substance in hair dye products.",-10,Substanta INTERZISA in UE (Anexa II)
"Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidine]-N-ethyl-, and its salts, when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-[(4-Aminophenyl)(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]-o-toluidine (CAS 3248-93-9; EINECS 221-832-2) and its hydrochloride salt (Basic Violet 14; CI 42510) (CAS 632-99-5; EINECS 211-189-6) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4-(2,4-Dihydroxyphenylazo)benzensulphonic acid (CAS 2050-34-2; EINECS 218-087-0) and its sodium salt (Acid Orange 6; CI 14270) (CAS 547-57-9; EINECS 208-924-8) when used as substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
3-Hydroxy-4-(phenylazo)-2-naphthoic acid and its calcium salt (Pigment Red 64:1; CI 15800)  when used as a substance in hair dye products,-10,Substanta INTERZISA in UE (Anexa II)
"2-(6-Hydroxy-3-oxo-(3H)xanthen-9-yl)benzoic acid; Fluorescein and its disodium salt (Acid Yellow 73 sodium salt; CI 45350), when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"4',5'-Dibromo-3',6'-dihydroxyspiro[isobenzofuran-1(3H),9'-[9H]xanthene]-3-one; 4',5'-Dibromofluorescein; (Solvent Red 72)  and its disodium salt (CI 45370)  when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2-(3,6-Dihydroxy-2,4,5,7-tetrabromoxanthen-9-yl)benzoic acid; Fluorescein, 2',4',5',7'-tetrabromo-;(Solvent Red 43), its disodium salt (Acid Red 87; CI 45380) and its aluminium salt (Pigment Red 90:1 Aluminium lake) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"Xanthylium, 9-(2-carboxyphenyl)-3-((2-methylphenyl)amino)-6-((2-methyl-4-sulfophenyl)amino)-, inner salt and its sodium salt (Acid Violet 9; CI 45190) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"3',6'-Dihydroxy-4',5'-diiodospiro(isobenzofuran-1(3H),9'-[9H]xanthene)-3-one; (Solvent Red 73) and its sodium salt (Acid Red 95; CI 45425) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"2',4',5',7'-Tetraiodofluorescein, its disodium salt (Acid Red 51; CI 45430) and its aluminium salt (Pigment Red 172 Aluminium lake) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
"1-Hydroxy-2,4-diaminobenzene (2,4-Diaminophenol) and its dihydrochloride salts (2,4-Diaminophenol HCl) when used as a substance in hair dye products",-10,Substanta INTERZISA in UE (Anexa II)
